Номер счёта;Тип операции (пополнение/списание);Категория операции;Статус;Дата проведения;Дата транзакции;Номер платежа;Код ВО;Валюта операции;Сумма в валюте счёта;Валюта счёта;Описание операции;Назначение платежа;Счет плательщика;ИНН плательщика;КПП плательщика;Наименование плательщика;БИК банка плательщика;Корр. счет плательщика;Счет получателя;Договор получателя;ИНН получателя;КПП получателя;Наименование получателя;БИК банка получателя;Корр. счет получателя;Счет контрагента;ИНН контрагента;Наименование контрагента;БИК банка контрагента;MCC;Банк;КБК-код бюджетной классификации;Основание налогового платежа;Налоговый период;Код (УИН)
40802810999900000001;Кредит;Входящие платежи;Транзакция;11.03.2025;11.03.2025;100245;17;643;49802,28;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202503002;Перевод средств по реестру операций 202503002. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.03.2025;11.03.2025;100254;01;643;119741,42;643;Оплата поставщику за партию сырья 2025-03-1;Оплата материалов и производства по счету SUP-202503-1. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.03.2025;11.03.2025;100257;01;643;66621;643;Разработка продукта и тестовые образцы за 03.2025;Изготовление прототипов и тестовой партии по этапу DEV-202503.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000003;DEMO-RND-001;9902000003;990201003;ООО МАКЕТ-ЛАБ;044500913;30101810999990000913;40702810999920000003;9902000003;ООО МАКЕТ-ЛАБ;044500913;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;12.03.2025;12.03.2025;100239;01;643;63365,3;643;Оплата от покупателя по счету DEMO-202503-002;Оплата товаров по счету DEMO-202503-002. НДС не облагается.;40702810999910000002;9901000003;990101002;ООО БЕТА-ТЕСТ;044500902;30101810999990000902;40802810999900000001;Договор DEMO-0002;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000002;9901000003;ООО БЕТА-ТЕСТ;044500902;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;12.03.2025;12.03.2025;100244;17;643;61984,41;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202503001;Перевод средств по реестру операций 202503001. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.03.2025;12.03.2025;100273;35;643;65000;643;Погашение основной суммы кредита;Погашение основного долга по договору LOAN-DEMO-001 за 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.03.2025;12.03.2025;100274;35;643;13490;643;Проценты по кредиту;Уплата процентов по договору LOAN-DEMO-001 за 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;14.03.2025;14.03.2025;100258;01;643;24374;643;Логистика и доставка заказов за 03.2025;Транспортные услуги по реестру LOG-202503.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000001;DEMO-LOG-001;9903000001;990301001;ООО ДЕМО ЛОГИСТИКА;044500921;30101810999990000921;40702810999930000001;9903000001;ООО ДЕМО ЛОГИСТИКА;044500921;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;15.03.2025;15.03.2025;;17;643;6079,06;643;Канцелярские и хозяйственные товары;Оплата по корпоративной карте: офисные и хозяйственные расходы.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000006;;9903000006;990301006;ООО ОФИС ДЕМО;044500926;30101810999990000926;40702810999930000006;9903000006;ООО ОФИС ДЕМО;044500926;5943;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;16.03.2025;16.03.2025;100264;01;643;21942;643;Коммунальные расходы за 03.2025;Электроэнергия, связь и коммунальные услуги за 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;UTIL-DEMO-001;9903000004;990301004;ООО ОБЛАКО ДЕМО;044500924;30101810999990000925;40702810999930000005;9903000004;ООО ОБЛАКО ДЕМО;044500924;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;17.03.2025;;100253;17;643;54647,45;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202503010;Перевод средств по реестру операций 202503010. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;17.03.2025;16.03.2025;100250;17;643;45727,44;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202503007;Перевод средств по реестру операций 202503007. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;17.03.2025;17.03.2025;100255;01;643;84073,76;643;Оплата поставщику за партию сырья 2025-03-2;Оплата материалов и производства по счету SUP-202503-2. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000002;990201002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;30101810999990000912;40702810999920000002;9902000002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;18.03.2025;18.03.2025;100249;17;643;28096,47;643;Зачисление выручки СБП по реестру 202503006;Перевод средств по реестру операций 202503006. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;19.03.2025;19.03.2025;;17;643;1863,69;643;Оплата корпоративной подписки DEMO CLOUD;Оплата по корпоративной карте: облачное программное обеспечение.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;;9903000005;990301005;ООО СОФТ ДЕМО;044500925;30101810999990000925;40702810999930000005;9903000005;ООО СОФТ ДЕМО;044500925;5734;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;19.03.2025;19.03.2025;100251;17;643;37377,76;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202503008;Перевод средств по реестру операций 202503008. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;19.03.2025;19.03.2025;100260;01;643;63265;643;Вознаграждение подрядчику за 03.2025;Оплата услуг подрядчика по акту HR-202503-1. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999940000001;DEMO-HR-001;990400000001;0;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 01;044500931;30101810999990000931;40817810999940000001;990400000001;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 01;044500931;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;20.03.2025;20.03.2025;100252;17;643;54007,34;643;Зачисление выручки СБП по реестру 202503009;Перевод средств по реестру операций 202503009. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;20.03.2025;20.03.2025;100261;01;643;46335;643;Вознаграждение подрядчику за 03.2025;Оплата услуг подрядчика по акту HR-202503-2. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999940000002;DEMO-HR-002;990400000002;0;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 02;044500932;30101810999990000932;40817810999940000002;990400000002;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 02;044500932;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Услуги банка;Транзакция;20.03.2025;20.03.2025;100266;17;643;490;643;Плата за обслуживание счета;Плата за обслуживание расчетного счета за 03.2025. Договор DEMO-BANK-001.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;DEMO-BANK-001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Услуги банка;Транзакция;20.03.2025;20.03.2025;100267;17;643;199;643;Плата за услугу оповещения об операциях;Плата за уведомления и SMS-банк за 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;DEMO-BANK-001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;21.03.2025;21.03.2025;100262;01;643;73913;643;Вознаграждение подрядчику за 03.2025;Оплата услуг подрядчика по акту HR-202503-3. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40802810999940000003;DEMO-HR-003;990400000003;0;ИП ТЕСТОВА МАРИЯ ДЕМО;044500933;30101810999990000933;40802810999940000003;990400000003;ИП ТЕСТОВА МАРИЯ ДЕМО;044500933;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;23.03.2025;23.03.2025;100256;01;643;50953,8;643;Оплата поставщику за партию сырья 2025-03-3;Оплата материалов и производства по счету SUP-202503-3. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;24.03.2025;22.03.2025;100243;01;643;58407,42;643;Оплата от покупателя по счету DEMO-202503-006;Оплата товаров по счету DEMO-202503-006. НДС не облагается.;40702810999910000002;9901000003;990101002;ООО БЕТА-ТЕСТ;044500902;30101810999990000902;40802810999900000001;Договор DEMO-0002;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000002;9901000003;ООО БЕТА-ТЕСТ;044500902;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;25.03.2025;25.03.2025;100238;01;643;62854,34;643;Оплата от покупателя по счету DEMO-202503-001;Оплата товаров по счету DEMO-202503-001. НДС не облагается.;40702810999910000001;9901000001;990101001;ООО АЛЬФА-ДЕМО;044500901;30101810999990000901;40802810999900000001;Договор DEMO-0001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000001;9901000001;ООО АЛЬФА-ДЕМО;044500901;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Платежи в налоговую;Транзакция;25.03.2025;25.03.2025;100269;01;643;48847,44;643;ЕНП. Налог по УСН;Единый налоговый платеж. УСН 6%. Период 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;03100643999900000001;;9900000010;990001001;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;40102810999990000999;03100643999900000001;9900000010;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;;КАЗНАЧЕЙСТВО ДЕМО;18210501011011000110;ТП;МС.03.2025;0
40802810999900000001;Дебет;Платежи в налоговую;Транзакция;26.03.2025;26.03.2025;100270;01;643;34468;643;Страховые взносы за работников;Страховые взносы за квартал, окончание 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;03100643999900000001;;9900000010;990001001;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;40102810999990000999;03100643999900000001;9900000010;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;;КАЗНАЧЕЙСТВО ДЕМО;18210202010061010160;ТП;КВ.01.2025;0
40802810999900000001;Дебет;Услуги банка;Транзакция;27.03.2025;27.03.2025;100268;17;643;7889,97;643;Комиссия за интернет-эквайринг и СБП;Комиссия за обработку платежей по реестрам 03.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;DEMO-ACQ-001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;28.03.2025;28.03.2025;100271;17;643;2733,43;643;Проценты на остаток и бизнес-кэшбэк;Начисление процентов и кэшбэка за 03.2025.;47423810999900000001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;40802810999900000001;DEMO-BANK-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;02.04.2025;02.04.2025;100285;17;643;69405,85;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202504007;Перевод средств по реестру операций 202504007. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;02.04.2025;02.04.2025;100296;01;643;85000;643;Аренда помещения за 04.2025;Арендная плата по договору RENT-DEMO-001 за 04.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000003;RENT-DEMO-001;9903000003;990301003;ООО БИЗНЕС-ЦЕНТР ДЕМО;044500923;30101810999990000923;40702810999930000003;9903000003;ООО БИЗНЕС-ЦЕНТР ДЕМО;044500923;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;04.04.2025;04.04.2025;100275;01;643;123638,86;643;Оплата от покупателя по счету DEMO-202504-001;Оплата товаров по счету DEMO-202504-001. НДС не облагается.;40702810999910000002;9901000003;990101002;ООО БЕТА-ТЕСТ;044500902;30101810999990000902;40802810999900000001;Договор DEMO-0002;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000002;9901000003;ООО БЕТА-ТЕСТ;044500902;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;07.04.2025;05.04.2025;100283;17;643;35457,4;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202504005;Перевод средств по реестру операций 202504005. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;07.04.2025;05.04.2025;100284;17;643;66149,91;643;Зачисление выручки СБП по реестру 202504006;Перевод средств по реестру операций 202504006. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;07.04.2025;07.04.2025;100298;01;643;9356;643;Подписка на программное обеспечение;Лицензии и облачные сервисы за 04.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;SOFT-DEMO-001;9903000005;990301005;ООО СОФТ ДЕМО;044500925;30101810999990000925;40702810999930000005;9903000005;ООО СОФТ ДЕМО;044500925;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;08.04.2025;08.04.2025;100276;01;643;103959,44;643;Оплата от покупателя по счету DEMO-202504-002;Оплата товаров по счету DEMO-202504-002. НДС не облагается.;40702810999910000004;9901000003;990101003;ООО ГАММА-МАРКЕТ;044500903;30101810999990000903;40802810999900000001;Договор DEMO-0003;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000004;9901000003;ООО ГАММА-МАРКЕТ;044500903;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;08.04.2025;08.04.2025;100286;17;643;49713,11;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202504008;Перевод средств по реестру операций 202504008. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;08.04.2025;08.04.2025;100292;01;643;34431;643;Маркетинг и реклама за 04.2025;"Рекламная кампания MEDIA-202504; продвижение и аналитика.";40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000002;DEMO-MEDIA-001;9903000002;990301002;ООО МЕДИА ТЕСТ;044500922;30101810999990000922;40702810999930000002;9903000002;ООО МЕДИА ТЕСТ;044500922;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;09.04.2025;09.04.2025;100281;17;643;52340,35;643;Зачисление выручки СБП по реестру 202504003;Перевод средств по реестру операций 202504003. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;11.04.2025;11.04.2025;100278;01;643;138464,69;643;Оплата от покупателя по счету DEMO-202504-004;Оплата товаров по счету DEMO-202504-004. НДС не облагается.;40702810999910000001;9901000001;990101001;ООО АЛЬФА-ДЕМО;044500901;30101810999990000901;40802810999900000001;Договор DEMO-0001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000001;9901000001;ООО АЛЬФА-ДЕМО;044500901;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.04.2025;11.04.2025;100287;01;643;133425,25;643;Оплата поставщику за партию сырья 2025-04-1;Оплата материалов и производства по счету SUP-202504-1. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.04.2025;11.04.2025;100290;01;643;24497;643;Разработка продукта и тестовые образцы за 04.2025;Изготовление прототипов и тестовой партии по этапу DEV-202504.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000003;DEMO-RND-001;9902000003;990201003;ООО МАКЕТ-ЛАБ;044500913;30101810999990000913;40702810999920000003;9902000003;ООО МАКЕТ-ЛАБ;044500913;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.04.2025;12.04.2025;100306;35;643;65000;643;Погашение основной суммы кредита;Погашение основного долга по договору LOAN-DEMO-001 за 04.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.04.2025;12.04.2025;100307;35;643;13060;643;Проценты по кредиту;Уплата процентов по договору LOAN-DEMO-001 за 04.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;14.04.2025;14.04.2025;100291;01;643;22464;643;Логистика и доставка заказов за 04.2025;Транспортные услуги по реестру LOG-202504.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000001;DEMO-LOG-001;9903000001;990301001;ООО ДЕМО ЛОГИСТИКА;044500921;30101810999990000921;40702810999930000001;9903000001;ООО ДЕМО ЛОГИСТИКА;044500921;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;15.04.2025;15.04.2025;100279;17;643;59110,78;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202504001;Перевод средств по реестру операций 202504001. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
